time,10m,20m,30m,40m,50m,60m,70m,80m,90m,100m,110m,120m,130m,140m,150m,160m,170m,180m
1790,5.967,6.371,7.277,8.154,8.6145,9.075,9.5675,10.06,10.5195,10.979,11.425,11.871,12.3385,12.806,13.11,13.414,13.6835,13.953
1800,5.78,6.899,7.529,8.248,8.864,9.48,9.7475,10.015,10.4485,10.882,11.2105,11.539,11.664,11.789,12.1685,12.548,12.8395,13.131
1810,6.456,8.09,9.155,9.963,10.167,10.371,11.094,11.817,12.285,12.753,13.29,13.827,14.3185,14.81,15.042,15.274,15.7745,16.275
1820,7.212,8.804,9.603,11.27,12.0355,12.801,13.4915,14.182,14.693,15.204,15.6095,16.015,16.2865,16.558,16.8775,17.197,17.355,17.513
1830,6.913,8.919,9.854,9.982,11.063,12.144,12.3925,12.641,13.089,13.537,13.8785,14.22,14.5815,14.943,15.061,15.179,15.3945,15.61
1840,6.019,6.997,7.994,9.065,9.515,9.965,10.33,10.695,11.214,11.733,11.9195,12.106,12.216,12.326,12.421,12.516,12.689,12.862
1850,7.364,8.662,9.603,10.291,10.9035,11.516,11.8375,12.159,12.334,12.509,12.8245,13.14,13.2445,13.349,13.507,13.665,13.806,13.947
1860,7.008,8.525,8.949,9.284,9.898,10.512,10.6225,10.733,11.0035,11.274,11.5265,11.779,11.9295,12.08,12.1855,12.291,12.432,12.573
1870,6.47,7.815,8.928,10.067,10.6485,11.23,11.646,12.062,12.415,12.768,12.9435,13.119,13.2095,13.3,13.3835,13.467,13.537,13.607
1880,6.981,8.528,9.998,11.36,11.7145,12.069,12.628,13.187,13.3825,13.578,13.7405,13.903,13.98,14.057,14.1905,14.324,14.514,14.704
1890,6.905,8.934,9.856,10.096,10.7515,11.407,11.684,11.961,12.197,12.433,12.7065,12.98,13.164,13.348,13.457,13.566,13.728,13.89
1900,7.382,8.577,8.97,9.798,10.1935,10.589,11.2605,11.932,12.1735,12.415,12.6165,12.818,12.973,13.128,13.2535,13.379,13.441,13.503
1910,7.437,8.966,9.355,10.265,10.8115,11.358,11.9485,12.539,12.8505,13.162,13.2975,13.433,13.5155,13.598,13.7305,13.863,13.97,14.077
1920,6.209,8.124,9.732,10.872,11.3715,11.871,12.203,12.535,12.6725,12.81,13.077,13.344,13.524,13.704,13.8315,13.959,14.07,14.181
1930,6.017,7.235,7.852,8.606,9.202,9.798,10.031,10.264,10.5205,10.777,11.0475,11.318,11.374,11.43,11.648,11.866,11.961,12.056
1940,5.435,6.207,7.016,7.99,8.3945,8.799,9.072,9.345,9.701,10.057,10.3135,10.57,10.6825,10.795,10.9355,11.076,11.14,11.204
1950,4.186,5.173,5.941,6.659,6.7985,6.938,7.2675,7.597,7.8115,8.026,8.2525,8.479,8.6775,8.876,9.0525,9.229,9.3605,9.492
1960,4.504,5.543,6.118,6.646,7.036,7.426,7.6875,7.949,8.3005,8.652,8.9995,9.347,9.604,9.861,9.95,10.039,10.116,10.193
1970,4.025,4.993,5.493,5.722,6.1775,6.633,6.7725,6.912,7.2475,7.583,7.885,8.187,8.3445,8.502,8.653,8.804,8.9145,9.025
1980,3.184,3.953,4.756,5.067,5.359,5.651,6.0095,6.368,6.75,7.132,7.305,7.478,7.733,7.988,8.1725,8.357,8.4565,8.556
1990,3.15,3.905,4.497,4.798,5.167,5.536,5.7245,5.913,6.0205,6.128,6.2805,6.433,6.5575,6.682,6.7685,6.855,6.908,6.961
2000,3.17,3.744,4.287,4.979,5.2535,5.528,5.873,6.218,6.416,6.614,6.8345,7.055,7.1095,7.164,7.3335,7.503,7.725,7.947
2010,3.17,4.548,5.179,5.603,6.14,6.677,7.01,7.343,7.7045,8.066,8.301,8.536,8.688,8.84,9.028,9.216,9.3425,9.469
2020,3.692,4.737,5.247,5.688,6.055,6.422,6.911,7.4,7.761,8.122,8.362,8.602,8.83,9.058,9.2835,9.509,9.6755,9.842
2030,3.692,4.532,5.384,5.858,6.5305,7.203,7.6395,8.076,8.3575,8.639,8.98,9.321,9.5695,9.818,10.091,10.364,10.498,10.632
2040,3.572,4.388,5.305,5.829,6.586,7.343,7.856,8.369,8.736,9.103,9.43,9.757,10,10.243,10.459,10.675,10.7415,10.808
2050,3.758,4.6,5.575,6.11,6.7335,7.357,7.869,8.381,8.8325,9.284,9.5535,9.823,10.0185,10.214,10.4565,10.699,10.778,10.857
2060,2.994,4.346,5.306,5.847,6.5455,7.244,7.7655,8.287,8.7305,9.174,9.5085,9.843,10.0615,10.28,10.424,10.568,10.7045,10.841
2070,2.994,4.648,5.704,6.321,6.863,7.405,7.9375,8.47,8.8625,9.255,9.636,10.017,10.253,10.489,10.6905,10.892,10.9525,11.013
2080,2.562,3.463,4.398,5.005,5.7135,6.422,6.9335,7.445,7.9445,8.444,8.8565,9.269,9.5265,9.784,10.031,10.278,10.508,10.738
2090,3.487,4.718,5.967,6.598,7.1315,7.665,8.206,8.747,9.1865,9.626,9.986,10.346,10.5905,10.835,11.038,11.241,11.4405,11.64
2100,3.487,4.579,5.676,6.541,7.021,7.501,8.106,8.711,9.3505,9.99,10.4475,10.905,11.261,11.617,11.878,12.139,12.431,12.723
2110,3.487,4.522,5.338,5.903,6.3635,6.824,7.4945,8.165,8.717,9.269,9.6895,10.11,10.439,10.768,10.996,11.224,11.36,11.496
2120,2.557,3.992,4.662,5.2,5.8185,6.437,7.0335,7.63,8.2415,8.853,9.301,9.749,10.108,10.467,10.771,11.075,11.2235,11.372
2130,2.432,3.562,4.331,4.759,5.2735,5.788,6.362,6.936,7.34,7.744,8.3055,8.867,9.3435,9.82,10.147,10.474,10.705,10.936
2140,2.102,3.501,4.369,4.791,5.427,6.063,6.5795,7.096,7.5925,8.089,8.658,9.227,9.744,10.261,10.5935,10.926,11.1705,11.415
2150,2.361,3.664,4.606,5.091,5.6105,6.13,6.6935,7.257,7.756,8.255,8.7075,9.16,9.549,9.938,10.2865,10.635,10.8875,11.14
2160,2.146,3.075,3.836,4.589,5.0245,5.46,5.9235,6.387,6.982,7.577,7.948,8.319,8.823,9.327,9.8275,10.328,10.686,11.044
2170,2.407,3.148,3.889,4.667,5.2615,5.856,6.5265,7.197,7.701,8.205,8.6535,9.102,9.55,9.998,10.4745,10.951,11.2605,11.57
2180,2.432,3.449,4.281,4.888,5.6395,6.391,6.9805,7.57,7.984,8.398,8.7285,9.059,9.4665,9.874,10.377,10.88,11.2265,11.573
2190,2.465,3.386,4.412,5.061,5.741,6.421,6.965,7.509,8.052,8.595,9.107,9.619,9.9565,10.294,10.5845,10.875,11.2125,11.55
2200,2.278,3.48,4.5,5.284,5.8905,6.497,7.0455,7.594,8.226,8.858,9.6665,10.475,10.926,11.377,11.5945,11.812,11.9565,12.101
2210,2.305,3.416,4.174,4.945,5.6945,6.444,7.028,7.612,8.22,8.828,9.612,10.396,10.921,11.446,11.6125,11.779,11.8765,11.974
2220,2.704,3.747,4.787,5.414,6.0225,6.631,7.133,7.635,8.0355,8.436,9.032,9.628,10.497,11.366,11.7505,12.135,12.2485,12.362
2230,2.704,4.413,5.356,5.98,6.7005,7.421,7.8525,8.284,8.864,9.444,9.967,10.49,11.2085,11.927,12.484,13.041,13.168,13.295
2240,2.704,4.201,5.41,6.458,7.1,7.742,8.2555,8.769,9.307,9.845,10.475,11.105,11.747,12.389,12.875,13.361,13.599,13.837
2250,2.704,4.334,5.579,6.494,7.2075,7.921,8.5065,9.092,9.643,10.194,10.6245,11.055,11.538,12.021,12.68,13.339,13.763,14.187
2260,2.961,4.492,5.655,6.154,6.9385,7.723,8.323,8.923,9.4535,9.984,10.69,11.396,12.338,13.28,13.819,14.358,14.68,15.002
2270,2.961,4.662,5.642,6.461,7.049,7.637,8.3545,9.072,9.547,10.022,10.665,11.308,11.835,12.362,13.1625,13.963,14.271,14.579
2280,2.864,4.122,5.188,6.089,6.6415,7.194,7.927,8.66,9.2545,9.849,10.577,11.305,12.0505,12.796,13.5305,14.265,14.9055,15.546
2290,2.864,4.155,5.347,5.874,6.766,7.658,8.229,8.8,9.302,9.804,10.471,11.138,11.726,12.314,12.991,13.668,14.2035,14.739
2300,2.678,4.178,5.448,6.068,6.5945,7.121,7.8115,8.502,9.163,9.824,10.395,10.966,11.647,12.328,12.959,13.59,14.134,14.678
2310,2.809,4.247,5.419,6.272,6.883,7.494,8.141,8.788,9.403,10.018,10.726,11.434,11.9665,12.499,12.8845,13.27,13.6625,14.055
2320,2.809,4.451,5.893,6.477,7.135,7.793,8.4405,9.088,9.536,9.984,10.6565,11.329,11.834,12.339,12.84,13.341,14.0185,14.696
2330,2.86,4.542,5.5,6.354,6.976,7.598,8.1865,8.775,9.3695,9.964,10.516,11.068,11.677,12.286,12.8945,13.503,14.0725,14.642
2340,3.554,4.625,5.532,6.027,6.814,7.601,8.181,8.761,9.318,9.875,10.3695,10.864,11.464,12.064,12.6835,13.303,14.1625,15.022
2350,3.927,5.156,6.232,7.173,8.001,8.829,9.491,10.153,10.738,11.323,11.8005,12.278,12.7285,13.179,13.667,14.155,14.9685,15.782
2360,3.927,4.973,6.385,7.158,7.8055,8.453,9.049,9.645,10.218,10.791,11.3415,11.892,12.564,13.236,13.8455,14.455,14.861,15.267
2370,2.915,4.889,6.316,7.118,7.648,8.178,8.5695,8.961,9.5965,10.232,10.834,11.436,12.2465,13.057,13.4735,13.89,14.416,14.942
2380,2.915,4.889,6.028,6.961,7.582,8.203,8.9065,9.61,10.0355,10.461,11.124,11.787,12.434,13.081,13.6215,14.162,14.6105,15.059
2390,2.915,4.889,6.392,7.191,7.944,8.697,9.37,10.043,10.5895,11.136,11.7875,12.439,12.875,13.311,13.8955,14.48,14.785,15.09
2400,2.915,4.889,7.536,8.024,8.763,9.502,10.114,10.726,11.1755,11.625,12.1315,12.638,13.139,13.64,14.1025,14.565,14.8805,15.196
2410,2.915,4.889,6.551,7.277,8.0435,8.81,9.3785,9.947,10.542,11.137,11.5835,12.03,12.7105,13.391,13.87,14.349,14.6285,14.908
2420,2.915,4.588,6.551,6.712,7.5445,8.377,8.848,9.319,9.8185,10.318,10.922,11.526,12.0345,12.543,13.0845,13.626,14.1785,14.731
2430,2.915,4.588,6.377,7.182,7.843,8.504,9.152,9.8,10.2775,10.755,11.579,12.403,13,13.597,14.1605,14.724,15.0305,15.337
2440,2.915,4.588,7.27,8.316,8.836,9.356,10.1045,10.853,11.4315,12.01,12.5875,13.165,13.817,14.469,15.0125,15.556,15.806,16.056
2450,2.915,4.588,7.714,7.828,8.663,9.498,10.2935,11.089,11.778,12.467,13.181,13.895,14.544,15.193,15.4955,15.798,15.9975,16.197
2460,2.915,4.588,6.768,7.387,8.382,9.377,10.146,10.915,11.6825,12.45,12.9245,13.399,14.0665,14.734,15.163,15.592,15.698,15.804
2470,2.915,6.434,7.309,7.886,8.6375,9.389,10.105,10.821,11.586,12.351,12.88,13.409,14.0045,14.6,14.993,15.386,15.5175,15.649
2480,4.226,5.507,6.559,7.5,8.2045,8.909,9.5915,10.274,10.948,11.622,12.5735,13.525,14.1835,14.842,15.21,15.578,15.7215,15.865
2490,4.226,5.765,7.11,7.36,8.2555,9.151,9.922,10.693,11.301,11.909,12.6155,13.322,13.8975,14.473,14.889,15.305,15.504,15.703
2500,4.226,5.765,6.868,7.678,8.4055,9.133,9.8685,10.604,11.3065,12.009,12.734,13.459,14.146,14.833,15.2365,15.64,15.8815,16.123
2510,4.226,6.119,7.623,7.931,8.6155,9.3,10.0775,10.855,11.6685,12.482,13.2255,13.969,14.568,15.167,15.5475,15.928,16.1515,16.375
2520,4.226,5.701,6.977,7.576,8.227,8.878,9.621,10.364,11.117,11.87,12.744,13.618,14.167,14.716,15.167,15.618,15.7375,15.857
2530,4.226,5.383,6.646,7.254,8.1395,9.025,9.791,10.557,11.2065,11.856,12.753,13.65,14.208,14.766,15.1,15.434,15.689,15.944
2540,4.226,4.742,6.021,6.785,7.395,8.005,8.855,9.705,10.5245,11.344,12.066,12.788,13.39,13.992,14.3655,14.739,14.9825,15.226
2550,4.074,5.2,6.467,7.405,8.1695,8.934,9.636,10.338,11.256,12.174,12.8445,13.515,14.0575,14.6,15.008,15.416,15.534,15.652
2560,4.348,4.87,6.34,7.647,8.6015,9.556,10.6885,11.821,12.589,13.357,13.889,14.421,14.9545,15.488,15.8045,16.121,16.2485,16.376
2570,4.57,4.87,6.725,7.882,8.693,9.504,10.2755,11.047,11.71,12.373,12.9465,13.52,14.042,14.564,14.955,15.346,15.5635,15.781
2580,4.488,4.87,6.508,7.457,8.476,9.495,10.3805,11.266,11.8575,12.449,13.0295,13.61,14.059,14.508,14.7825,15.057,15.324,15.591
2590,4.488,4.87,6.342,8.063,8.8435,9.624,10.4785,11.333,11.9575,12.582,13.114,13.646,14.003,14.36,14.6845,15.009,15.2345,15.46
2600,4.488,4.87,7.057,8.29,9.053,9.816,10.6215,11.427,11.901,12.375,12.855,13.335,13.745,14.155,14.282,14.409,14.57,14.731
2610,5.083,6.251,7.475,8.612,9.386,10.16,10.7365,11.313,11.947,12.581,13.135,13.689,14.0745,14.46,14.7685,15.077,15.4515,15.826
2620,5.083,5.925,6.777,7.408,8.144,8.88,9.396,9.912,10.554,11.196,11.808,12.42,12.814,13.208,13.567,13.926,14.2615,14.597
2630,4.842,6.416,7.494,7.738,8.639,9.54,10.171,10.802,11.4365,12.071,12.482,12.893,13.251,13.609,13.9285,14.248,14.491,14.734
2640,5.853,7.947,8.431,9.056,9.885,10.714,11.304,11.894,12.372,12.85,13.239,13.628,13.8705,14.113,14.3535,14.594,14.886,15.178
2650,6.486,8.071,8.792,9.205,10.0545,10.904,11.3745,11.845,12.34,12.835,13.255,13.675,13.913,14.151,14.339,14.527,14.7685,15.01
2660,6.486,8.411,9.064,9.641,10.3525,11.064,11.56,12.056,12.4865,12.917,13.1875,13.458,13.76,14.062,14.4035,14.745,15.036,15.327
2670,6.46,8.066,8.747,9.367,10.2045,11.042,11.333,11.624,12.03,12.436,12.856,13.276,13.665,14.054,14.4,14.746,15.052,15.358
2680,5.7,6.981,7.904,8.707,9.549,10.391,10.9285,11.466,11.96,12.454,12.8335,13.213,13.586,13.959,14.3455,14.732,15.1055,15.479
2690,6.591,6.967,9.288,10.852,11.595,12.338,13.0195,13.701,14.144,14.587,15.032,15.477,15.8485,16.22,16.6375,17.055,17.1855,17.316
2700,5.965,7.398,8.325,9.39,9.942,10.494,10.9825,11.471,12.095,12.719,12.9655,13.212,13.489,13.766,13.995,14.224,14.3575,14.491
2710,6.357,7.239,8.159,9.006,9.3565,9.707,9.9995,10.292,10.786,11.28,11.551,11.822,11.8885,11.955,12.156,12.357,12.604,12.851
2720,6.357,7.685,8.669,8.883,9.4565,10.03,10.1395,10.249,10.5325,10.816,11.02,11.224,11.5695,11.915,11.9735,12.032,12.125,12.218
2730,5.008,6.781,7.586,7.929,8.4235,8.918,9.183,9.448,9.8015,10.155,10.2565,10.358,10.5155,10.673,11.028,11.383,11.5665,11.75
2740,5.093,6.577,7.274,8.196,8.752,9.308,9.606,9.904,10.111,10.318,10.498,10.678,10.8655,11.053,11.2075,11.362,11.539,11.716
2750,5.375,6.982,7.966,8.256,8.431,8.606,8.8505,9.095,9.1655,9.236,9.328,9.42,9.658,9.896,10.225,10.554,10.6975,10.841
2760,6.042,6.976,8.249,8.937,9.386,9.835,10.1165,10.398,10.531,10.664,10.856,11.048,11.1285,11.209,11.3655,11.522,11.583,11.644
2770,5.566,6.558,7.257,7.602,8.234,8.866,9.098,9.33,9.7125,10.095,10.304,10.513,10.762,11.011,11.1945,11.378,11.4915,11.605
2780,6.256,7.755,8.657,9.282,9.675,10.068,10.3725,10.677,11.022,11.367,11.538,11.709,11.8025,11.896,11.9935,12.091,12.2935,12.496
2790,6.314,7.595,8.587,9.665,9.963,10.261,10.6275,10.994,11.2765,11.559,11.6295,11.7,11.9785,12.257,12.3235,12.39,12.4635,12.537
2800,4.997,6.384,6.903,7.756,7.8215,7.887,8.183,8.479,8.542,8.605,8.7205,8.836,9.1925,9.549,9.66,9.771,9.831,9.891
2810,4.904,5.685,6.094,6.881,6.99,7.099,7.681,8.263,8.646,9.029,9.167,9.305,9.5015,9.698,9.7535,9.809,10.0335,10.258
2820,5.35,5.964,6.441,6.768,7.0375,7.307,7.436,7.565,7.616,7.667,7.717,7.767,7.8395,7.912,8.108,8.304,8.4015,8.499
2830,4.2,5.078,5.764,6.404,6.7925,7.181,7.455,7.729,7.8165,7.904,8.111,8.318,8.583,8.848,8.899,8.95,9.086,9.222
2840,4.657,5.682,6.59,6.849,7.4425,8.036,8.371,8.706,9.015,9.324,9.553,9.782,9.9785,10.175,10.305,10.435,10.5665,10.698
2850,4.275,5.372,6.066,6.72,7.4375,8.155,8.3865,8.618,8.873,9.128,9.2965,9.465,9.57,9.675,9.796,9.917,10.108,10.299
2860,4.576,5.728,6.466,7.257,7.725,8.193,8.6605,9.128,9.285,9.442,9.6045,9.767,9.8925,10.018,10.129,10.24,10.3065,10.373
2870,5.12,6.43,7.077,7.681,8.25,8.819,9.007,9.195,9.352,9.509,9.611,9.713,9.771,9.829,9.902,9.975,10.0495,10.124
2880,3.598,4.348,4.88,5.653,6.086,6.519,6.805,7.091,7.284,7.477,7.7245,7.972,8.1515,8.331,8.4905,8.65,8.8095,8.969
2890,3.633,4.327,5.036,5.258,5.7155,6.173,6.522,6.871,7.111,7.351,7.484,7.617,7.7505,7.884,7.992,8.1,8.289,8.478
2900,3.488,4.148,4.982,5.096,5.536,5.976,6.286,6.596,6.832,7.068,7.2435,7.419,7.5575,7.696,7.8775,8.059,8.2225,8.386
2910,3.494,4.782,5.299,5.603,6.1135,6.624,6.904,7.184,7.41,7.636,7.9335,8.231,8.48,8.729,8.934,9.139,9.3175,9.496
2920,3.494,4.681,5.337,5.794,6.268,6.742,7.0615,7.381,7.593,7.805,7.9775,8.15,8.2795,8.409,8.5485,8.688,8.8475,9.007
2930,3.343,4.096,4.741,5.222,5.7705,6.319,6.6455,6.972,7.232,7.492,7.712,7.932,8.1625,8.393,8.639,8.885,9.068,9.251
2940,3.1,3.909,4.584,5.189,5.5835,5.978,6.3885,6.799,7.1455,7.492,7.779,8.066,8.3465,8.627,8.8355,9.044,9.1965,9.349
2950,3.021,3.981,4.555,4.957,5.2795,5.602,6.0805,6.559,6.8895,7.22,7.487,7.754,7.959,8.164,8.3215,8.479,8.5855,8.692
2960,2.605,3.291,3.873,4.409,4.938,5.467,5.9455,6.424,6.7205,7.017,7.2695,7.522,7.6865,7.851,8.0055,8.16,8.3185,8.477
2970,2.269,3.134,3.717,4.346,4.742,5.138,5.5065,5.875,6.133,6.391,6.66,6.929,7.2255,7.522,7.7885,8.055,8.305,8.555
2980,1.787,2.658,3.324,3.727,4.19,4.653,4.9995,5.346,5.7695,6.193,6.5175,6.842,7.0865,7.331,7.556,7.781,7.98,8.179
2990,1.408,2.596,3.239,3.754,4.083,4.412,4.902,5.392,5.804,6.216,6.4775,6.739,6.9495,7.16,7.3955,7.631,7.871,8.111
3000,1.491,2.631,3.336,3.733,4.3345,4.936,5.361,5.786,6.241,6.696,6.973,7.25,7.48,7.71,7.943,8.176,8.3635,8.551
3010,1.71,3.028,3.647,4.204,4.7135,5.223,5.727,6.231,6.6665,7.102,7.392,7.682,7.905,8.128,8.332,8.536,8.696,8.856
3020,1.452,2.677,3.328,3.854,4.2965,4.739,5.175,5.611,5.9775,6.344,6.633,6.922,7.168,7.414,7.666,7.918,8.2,8.482
3030,0.963,2.037,2.586,3.115,3.5745,4.034,4.4625,4.891,5.2535,5.616,6.0225,6.429,6.7405,7.052,7.3335,7.615,7.9615,8.308
3040,1.163,2.192,2.901,3.538,4.0065,4.475,4.9565,5.438,5.8805,6.323,6.6585,6.994,7.29,7.586,7.8445,8.103,8.343,8.583
3050,1.276,2.668,3.406,3.893,4.399,4.905,5.402,5.899,6.3875,6.876,7.3365,7.797,8.0575,8.318,8.4745,8.631,8.751,8.871
3060,1.258,2.411,3.166,3.772,4.3385,4.905,5.303,5.701,6.1175,6.534,6.905,7.276,7.603,7.93,8.1665,8.403,8.626,8.849
3070,1.563,2.464,3.188,3.782,4.2335,4.685,5.0065,5.328,5.694,6.06,6.491,6.922,7.1765,7.431,7.7565,8.082,8.3935,8.705
3080,2.008,2.602,3.347,4.036,4.486,4.936,5.1785,5.421,5.779,6.137,6.328,6.519,6.8285,7.138,7.4465,7.755,8.1045,8.454
3090,2.194,3.05,3.763,4.472,4.838,5.204,5.419,5.634,5.8835,6.133,6.3865,6.64,6.8685,7.097,7.402,7.707,7.846,7.985
3100,2.537,3.459,4.29,4.767,5.064,5.361,5.5865,5.812,6.0425,6.273,6.372,6.471,6.5975,6.724,6.866,7.008,7.233,7.458
3110,2.724,3.867,4.923,5.814,6.6385,7.463,7.9455,8.428,8.532,8.636,8.793,8.95,9.111,9.272,9.397,9.522,9.677,9.832
3120,2.622,3.818,4.718,5.735,6.59,7.445,8.0945,8.744,9.04,9.336,9.5045,9.673,9.817,9.961,10.134,10.307,10.395,10.483
3130,2.587,3.723,4.478,5.703,6.682,7.661,8.38,9.099,9.44,9.781,9.9255,10.07,10.232,10.394,10.51,10.626,10.7465,10.867
3140,2.677,3.788,4.833,5.794,6.8015,7.809,8.6225,9.436,9.7965,10.157,10.371,10.585,10.703,10.821,10.931,11.041,11.113,11.185
3150,2.762,4.096,5.401,6.504,7.575,8.646,9.436,10.226,10.7535,11.281,11.418,11.555,11.6545,11.754,11.8925,12.031,12.1515,12.272
3160,2.839,4.566,5.594,6.744,7.735,8.726,9.5155,10.305,10.7545,11.204,11.3435,11.483,11.6045,11.726,11.944,12.162,12.5415,12.921
3170,2.839,4.59,5.807,7.057,7.9105,8.764,9.4765,10.189,10.62,11.051,11.2005,11.35,11.514,11.678,12.072,12.466,12.9655,13.465
3180,2.821,4.186,5.441,6.452,7.374,8.296,9.0235,9.751,10.3455,10.94,11.159,11.378,11.9015,12.425,12.8495,13.274,13.619,13.964
3190,2.708,3.917,5.191,6.043,6.8305,7.618,8.397,9.176,9.9865,10.797,11.4005,12.004,12.435,12.866,13.2105,13.555,13.966,14.377
3200,2.3,3.931,4.984,5.858,6.652,7.446,8.295,9.144,10.071,10.998,11.7455,12.493,12.8025,13.112,13.479,13.846,14.234,14.622
3210,2.521,4.188,5.376,6.178,7.041,7.904,8.932,9.96,10.9145,11.869,12.3555,12.842,13.33,13.818,14.3155,14.813,15.3735,15.934
3220,2.677,4.442,5.521,6.65,7.4775,8.305,9.3315,10.358,11.114,11.87,12.425,12.98,13.246,13.512,13.606,13.7,13.7645,13.829
3230,3.188,4.889,5.963,6.742,7.7105,8.679,9.694,10.709,11.4055,12.102,12.7415,13.381,13.5835,13.786,13.8525,13.919,14.1295,14.34
3240,2.784,4.495,5.761,6.465,7.354,8.243,9.252,10.261,10.9935,11.726,12.3045,12.883,13.2095,13.536,13.725,13.914,14.122,14.33
3250,2.383,3.979,4.987,5.873,6.6935,7.514,8.2895,9.065,9.769,10.473,11.129,11.785,12.2655,12.746,13.001,13.256,13.5165,13.777
3260,2.149,3.516,4.748,5.46,6.228,6.996,7.7855,8.575,9.3765,10.178,10.821,11.464,11.9335,12.403,12.697,12.991,13.4105,13.83
3270,2.596,3.941,5.157,6.064,7.032,8,8.781,9.562,10.194,10.826,11.4495,12.073,12.515,12.957,13.171,13.385,13.7835,14.182
3280,2.409,3.867,5.198,5.914,6.761,7.608,8.3655,9.123,9.7,10.277,10.809,11.341,11.796,12.251,12.6035,12.956,13.341,13.726
3290,2.271,3.81,4.704,5.472,6.1275,6.783,7.4165,8.05,8.6875,9.325,10.0055,10.686,11.22,11.754,12.1935,12.633,13.257,13.881
3300,2.257,3.361,4.283,4.998,5.837,6.676,7.301,7.926,8.6235,9.321,9.9905,10.66,11.179,11.698,12.077,12.456,12.8725,13.289
3310,2.485,3.355,4.282,5.049,5.8695,6.69,7.34,7.99,8.735,9.48,10.1035,10.727,11.16,11.593,11.987,12.381,12.8605,13.34
3320,2.869,3.852,4.622,5.261,6.0655,6.87,7.5465,8.223,8.906,9.589,10.1545,10.72,11.1255,11.531,11.846,12.161,12.4565,12.752
3330,2.807,3.849,4.593,5.367,6.1155,6.864,7.395,7.926,8.5875,9.249,9.901,10.553,10.9705,11.388,11.658,11.928,12.223,12.518
3340,2.65,3.594,4.236,4.708,5.521,6.334,6.948,7.562,8.1595,8.757,9.3475,9.938,10.544,11.15,11.5075,11.865,12.132,12.399
3350,3.105,4.01,4.509,4.868,5.331,5.794,6.288,6.782,7.3575,7.933,8.458,8.983,9.4935,10.004,10.6905,11.377,11.7945,12.212
3360,2.68,3.343,4.186,4.733,5.4095,6.086,6.7225,7.359,7.734,8.109,8.634,9.159,9.866,10.573,11.2755,11.978,12.44,12.902
3370,2.729,3.688,4.131,4.709,5.405,6.101,6.8905,7.68,8.3645,9.049,10.0695,11.09,11.531,11.972,12.2565,12.541,13.0295,13.518
3380,2.805,3.286,4.021,4.702,5.3175,5.933,6.5685,7.204,7.7715,8.339,9.002,9.665,10.257,10.849,11.285,11.721,12.104,12.487
3390,2.741,3.568,4.427,4.869,5.477,6.085,6.644,7.203,7.722,8.241,8.798,9.355,9.726,10.097,10.6515,11.206,11.82,12.434
3400,2.983,3.746,4.11,4.535,5.1595,5.784,6.3635,6.943,7.5825,8.222,8.984,9.746,10.4585,11.171,11.8145,12.458,12.896,13.334
3410,3.035,3.671,4.224,4.42,4.821,5.222,5.753,6.284,6.8605,7.437,8.027,8.617,9.217,9.817,10.504,11.191,11.8465,12.502
3420,3.505,4.155,4.804,5.071,5.3005,5.53,5.821,6.112,6.333,6.554,6.72,6.886,7.187,7.488,7.7315,7.975,8.559,9.143
3430,3.472,4.028,4.719,5.13,5.426,5.722,5.9525,6.183,6.4175,6.652,6.885,7.118,7.2455,7.373,7.5735,7.774,8.0075,8.241
3440,3.061,3.78,4.139,4.488,4.5405,4.593,4.8055,5.018,5.2765,5.535,5.7435,5.952,6.265,6.578,6.818,7.058,7.352,7.646
3450,3.28,3.606,4.422,4.894,5.073,5.252,5.3225,5.393,5.467,5.541,5.6685,5.796,6.0075,6.219,6.3655,6.512,6.869,7.226
3460,3.686,4.495,4.867,5.055,5.2105,5.366,5.4405,5.515,5.584,5.653,5.725,5.797,5.9025,6.008,6.1405,6.273,6.4115,6.55
3470,3.735,4.488,4.828,5.001,5.2295,5.458,5.511,5.564,5.76,5.956,6.0125,6.069,6.1285,6.188,6.2415,6.295,6.3685,6.442
3480,5.397,7.889,9.075,9.601,10.5305,11.46,11.868,12.276,12.7135,13.151,13.3475,13.544,13.644,13.744,13.8375,13.931,14.006,14.081
3490,6.151,7.925,8.911,9.094,9.575,10.056,10.1855,10.315,10.529,10.743,10.869,10.995,11.132,11.269,11.4975,11.726,11.9655,12.205
3500,4.611,6.224,6.79,7.59,7.9055,8.221,8.5055,8.79,9.0755,9.361,9.5945,9.828,9.9185,10.009,10.0755,10.142,10.309,10.476
3510,5.266,5.684,6.289,7.221,7.4895,7.758,8.0125,8.267,8.573,8.879,8.995,9.111,9.2235,9.336,9.4405,9.545,9.5985,9.652
3520,5.002,6.033,6.52,7.018,7.375,7.732,7.824,7.916,8.029,8.142,8.282,8.422,8.529,8.636,8.767,8.898,9.096,9.294
3530,6.654,7.698,8.778,9.842,9.972,10.102,10.655,11.208,11.4345,11.661,11.7525,11.844,11.9895,12.135,12.2375,12.34,12.393,12.446
3540,5.595,6.894,7.9,8.752,9.321,9.89,10.222,10.554,10.822,11.09,11.197,11.304,11.459,11.614,11.745,11.876,11.9555,12.035
3550,5.197,6.573,6.821,7.973,8.2615,8.55,8.9215,9.293,9.452,9.611,9.744,9.877,10.434,10.991,11.2455,11.5,11.854,12.208
